category,product_type,japanese,english,publisher,year,product_code
traders,scenario,トレイダーズ! スーパーシナリオサポート 10：魔弾の射手,Traders! Super Scenario Support 10,Game Field,1999,
traders,scenario,トレイダーズ! スーパーシナリオサポート 11：蒼空の騎士,Traders! Super Scenario Support 11: Knight of the Blue Sky,Game Field,1999,
traders,scenario,トレイダーズ! スーパーシナリオサポート 12：漆黒の仮面,Traders! Super Scenario Support 12: Jet Black Mask,Game Field,1999,
traders,scenario,トレイダーズ! スーパーシナリオサポート 13：辺境の覇者,Traders! Super Scenario Support 13: Frontier Champion,Game Field,1999,
traders,scenario,トレイダーズ! スーパーシナリオサポート 14：聖バレストール祭,Traders! Super Scenario Support 14: St. Valestor Festival,Game Field,2000,
traders,scenario,トレイダーズ! スーパーシナリオサポート 15：遙かなる封土,Traders! Super Scenario Support 15: A Far Reaching Lord,Game Field,2000,
traveller,box set,トラベラー,Traveller,Hobby Japan,1984,G-251
traveller,box set,研究基地ガンマ,Research Station Gamma,Hobby Japan,1984,G-2511
traveller,box set,宇宙海軍,High Guard,Hobby Japan,1985,G-2512
traveller,box set,黄昏の峰へ,Twilight's Peak,Hobby Japan,1985,G-2513
traveller,box set,レフリーアクセサリー,Referee's Accessories,Hobby Japan,1987,G-2514
traveller,box set,傭兵部隊,Mercenary,Hobby Japan,1986,G-2515
traveller,box set,偵察局,Scouts,Hobby Japan,1988,G-2516
traveller,box set,トラベラーアドベンチャー,Traveller Adventure,Hobby Japan,1988,G-2517
traveller,box set,ロボットマニュアル,Robot Manual,Hobby Japan,1989,G-2518
traveller,box set,砂漠の傭兵,Uraqyad'n of the Seven Pillars,Hobby Japan,,G-F01
traveller,box set,インペリウム,Imperium,Hobby Japan,1985,G-802
traveller,box set,メイデイ,Mayday,Hobby Japan,1985,G-601
traveller,box set,アザンティ・ハイ・ライトニング,Azhanti High Lightning,Hobby Japan,1987,G-818
traveller,box set,第五次辺境戦争,Fifth Frontier War,Hobby Japan,,G-822
traveller,rulebook,トラベラーハンドブック,Traveller Handbook,Hobby Japan,1987,
traveller,box set,メガトラベラー,MegaTraveller,Hobby Japan,1991,
traveller,supplement,反乱軍ソースブック,Rebellion Sourcebook,Hobby Japan,,
traveller,scenario,ナイトフォール,Knightfall,Hobby Japan,,
traveller,scenario,ハードタイムズ,Hard Times,Hobby Japan,,
trinity-venus,rulebook,トリニティ×ヴィーナスSRS,Trinity x Venus SRS,Jive,2008,
trinity-venus,replay,輝きのメイルシュトローム,Shining Maelstrom,Jive,2008,
trinity-venus,supplement,Victory In Progress,Victory In Progress,Jive,2009,
trinity-venus,replay,ささやきのモノクローム,Whisper Monochrome,Jive,2009,
trinity-venus,supplement,南極大戦,Antarctica War,Jive,2010,
trouble-aliens,rulebook,とらぶるエイリアンず,Trouble Aliens,Hobby Japan,2007,
trouble-aliens,replay,とらぶるエイリアンず リプレイ集 「エイリアンず・パラダイス」,Aliens Paradise,Hobby Japan,2008,
trpg-yoku-wakaru,supplement,テーブルトークRPG入門,Introduction to Tabletop RPG,Adventure Planning Bureau,1991,
trpg-yoku-wakaru,replay,テーブルトークRPGがよくわかる本,Tabletop RPG Good To Know Book,Kadokawa Shoten,1993,802-1
trpg-yoku-wakaru,supplement,ネットゲームがよくわかる本,Netgame Good To Know Book,Kadokawa Shoten,1994,
truth-in-fantasy,supplement,幻想世界の住人たち,Residents of the Fantasy World,Shinkigensha,1988,
truth-in-fantasy,supplement,幻の戦士たち,Phantom Warriors,Shinkigensha,1988,
truth-in-fantasy,supplement,魔術師の饗宴,Feast of the Magician,Shinkigensha,1989,
truth-in-fantasy,supplement,幻想世界の住人たちII,Residents of the Fantasy World II,Shinkigensha,1989,
truth-in-fantasy,supplement,幻想都市物語〈中世編〉,Fantasy City Story (Medieval Edition),Shinkigensha,1989,
truth-in-fantasy,supplement,虚空の神々,Gods of the Void,Shinkigensha,1990,
truth-in-fantasy,supplement,幻想世界の住人たちIII,Residents of the Fantasy World III,Shinkigensha,1989,
truth-in-fantasy,supplement,武勲の刃,Blade of Martial Arts,Shinkigensha,1989,
truth-in-fantasy,supplement,幻想世界の住人たちIV,Residents of the Fantasy World IV,Shinkigensha,1990,
truth-in-fantasy,supplement,タオの神々,Tao Gods,Shinkigensha,1991,
truth-in-fantasy,supplement,インド曼陀羅大陸―神々・魔族・半身・精霊,"Indian Mandala Continent: Gods, Asmodians, Half Body, Spirits",Shinkigensha,1991,
truth-in-fantasy,supplement,英雄列伝,History of Heroes,Shinkigensha,1992,
truth-in-fantasy,supplement,武器と防具〈中国編〉,Weapons and Armor (China),Shinkigensha,1992,
truth-in-fantasy,supplement,魔術への旅,Journey to Magic,Shinkigensha,1993,
truth-in-fantasy,supplement,武器と防具〈日本編〉,Weapons and Armor (Japan),Shinkigensha,1994,
truth-in-fantasy,supplement,ギリシア神話 神・英雄録,Greek Mythology: Gods and Heroes,Shinkigensha,1995,
truth-in-fantasy,supplement,天使,Angels,Shinkigensha,1995,
truth-in-fantasy,supplement,堕天使―悪魔たちのプロフィール,Fallen Angels: Profile of the Devil,Shinkigensha,1995,
truth-in-fantasy,supplement,占術―命・卜・相,"Sculpture: Life, Divination, and Appearance",Shinkigensha,1995,
truth-in-fantasy,supplement,武器と防具 (西洋編),Weapons and Armor (Western Edition),Shinkigensha,1995,
tunnels-trolls-kadokawa,rulebook,ハイパーT(トンネルズ)&T(トロールズ)ルールブック,Hyper T&T Rulebook,Kadokawa Shoten,1994,805-2
tunnels-trolls-kadokawa,replay,ドラゴンズ’ヘヴン〈1〉ハイパーT&Tリプレイ,Dragons' Heaven 1: Hyper T&T Replay,Kadokawa Shoten,1994,
tunnels-trolls-kadokawa,replay,ドラゴンズ’ヘヴン〈2〉ハイパーT&Tリプレイ,Dragons' Heaven 2: Hyper T&T Replay,Kadokawa Shoten,1994,
tunnels-trolls-kadokawa,replay,ドラゴンズ’ヘヴン〈3〉ハイパーT&Tリプレイ,Dragons' Heaven 3: Hyper T&T Replay,Kadokawa Shoten,1994,
tunnels-trolls-kadokawa,rulebook,モンスター!モンスター!!,Monsters! Monsters!!,Kadokawa Shoten,1995,
tunnels-trolls-kadokawa,supplement,ドラゴン大陸 ハイパーT＆Tワールドガイド,Dragon Continent: Hyper T&T World Guide,Kadokawa Shoten,1995,805-5
tunnels-trolls-kadokawa,replay,空からの落とし物―ハイパーT&Tリプレイ ,Drops from the Sky: Hyper T&T Replay,Kadokawa Shoten,1996,805-7
tunnels-trolls,rulebook,トンネルズ&トロールズ ファンタジーRPGルールブック,Tunnels & Trolls,Shakaishisosha,1987,101
tunnels-trolls,supplement,T&Tがよくわかる本,T&T Understand Well,Shakaishisosha,1988,109
tunnels-trolls,rulebook,モンスター!モンスター!T&T RPGシナリオ・追加ルール,Monsters! Monsters!,Shakaishisosha,1989,110
tunnels-trolls,rulebook,ハイパー・トンネルズ&トロールズ―ファンタジーRPGルールブック,Hyper Tunnels & Trolls,Shakaishisosha,1991,124
tunnels-trolls,scenario,ベア・ダンジョン T&T RPGシナリオ,Bear Dungeon,Shakaishisosha,1988,108
tunnels-trolls,scenario,魔術師の島 T&T RPGシナリオ,Isle of Darksmoke,Shakaishisosha,1990,107
tunnels-trolls,scenario,傭兵剣士 T&Tソロ・アドベンチャー,Sword for Hire,Shakaishisosha,1988,102
tunnels-trolls,scenario,カザンの闘技場 T&T ソロ・アドベンチャー,Arena of Kazan,Shakaishisosha,1988,103
tunnels-trolls,scenario,恐怖の街 T&T ソロ・アドベンチャー,City of Terrors,Shakaishisosha,1988,104
tunnels-trolls,scenario,デストラップ T&T ソロ・アドベンチャー,Deathtrap Equalizer,Shakaishisosha,1989,105
tunnels-trolls,scenario,鏡の国のダンジョン T&T ソロ・アドベンチャー,Beyond the Silvered Pane,Shakaishisosha,1989,106
tunnels-trolls,scenario,オーバーキル城 T&T ソロ・アドベンチャー,Overkill,Shakaishisosha,1990,112
tunnels-trolls,scenario,ゲームマンの挑戦 T&T ソロ・アドベンチャー,Gamesmen of Kasar,Shakaishisosha,1990,113
tunnels-trolls,scenario,嘆きの壁を越えて T&T ソロ・アドベンチャー,Beyond the Wall of Tears,Shakaishisosha,1991,114
tunnels-trolls,supplement,ゲームマスター・スクリーン,Gamemaster Screen,Shakaishisosha,,
twilight-zone-in-school,rulebook,放課後怪奇くらぶ ,Twilight Zone in School,Hobby Japan,1997,
visions-of-unreal-horror,rulebook,現代異能アクションＲＰＧ ヴィジョンズ・ジ・アンリアル＝ホラー ,Modern Superpower Action RPG Visions of Unreal Horror,Conos,2013,
vs-knights-ramune,rulebook,VS騎士ラムネ&40炎RPG,VS Knight Ramune & 40 Flame RPG,Kadokawa,1996,
wares-1092,gamebook,西風(かぜ)の放浪者,Wanderer of the West,Asahi Sonorama,1992,
wares-1092,replay,荒野の探索者,Wilderness Explorer,Asahi Sonorama,1993,
wares-blade,box set,ワースブレイド スタートセット,Wares Blade Start Set,Hobby Japan,1988,
wares-blade,box set,ワースブレイド ・スクリーン,Wares Blade Screen,Hobby Japan,1989,
wares-blade,box set,エクスパンションセット1,Wares Blade Expansion Set,Hobby Japan,1989,
wares-blade,box set,東面の魔術師,Solgna,Hobby Japan,1990,
wares-blade,box set,魔王の復活,Inferno in Gmoniedus,Hobby Japan,1990,
wares-blade,box set,エクスパンションセット2,Wares Blade Expansion Set Vol. 2,Hobby Japan,1990,
wares-blade,supplement,操兵の書 西方,Maneuver of the West,Hobby Japan,1990,
wares-blade,box set,エクスパンションセット3 術法エクスパンション,Wares Blade Expansion Set Vol. 3,Hobby Japan,1991,
wares-blade,box set,エクスパンションセット4 操兵エクスパンション,Wares Blade Expansion Set Vol. 4: Thored of Ryude,Hobby Japan,,
wares-blade,rulebook,聖刻1092 ,Holy Mark 1092,Asahi Sonorama,1991,
wares-blade,box set,東方エクスパンション1 梗醍果の王,Touhou Expansion Set 1: The King of Infarction,Hobby Japan,1992,
wares-blade,box set,東方エクスパンション2 吾伽式の練者,Touhou Expansion Set 2: Gogi-style Practioner,Hobby Japan,1992,
wares-blade,supplement,聖者の仮面,The Saint's Mask,Hobby Japan,1993,
wares-blade,supplement,遥かなるカイ・ダイン,Far Away Kai Dyne,Hobby Japan,1994,
wares-blade,rulebook,ワースブレイド スターティングブック,Wares Blade Starting Book,Hobby Japan,1994,
wares-blade,supplement, 聖刻大全,Holy Encyclopedia,Asahi Sonorama,1996,
warhammer,rulebook,ウオーハンマー―ファンタジーRPGルールブック〈1〉,Warhammer Fantasy RPG Rulebook 1,Shakaishisosha,1991,
warhammer,rulebook,ウオーハンマー―ファンタジーRPGルールブック〈2〉,Warhammer Fantasy RPG Rulebook 2,Shakaishisosha,1991,
warhammer,rulebook,ウオーハンマー―ファンタジーRPGルールブック〈3〉,Warhammer Fantasy RPG Rulebook 3,Shakaishisosha,1991,
warhammer,scenario,さまよえる魂 ウォーハンマーRPGシナリオ,Wandering Soul: Warhammer Fantasy RPG Scenario,Shakaishisosha,1992,
warhammer,scenario,エンパイアの興亡『内なる敵』キャンペーン(1)ウォーハンマーRPGシナリオ,Empire's Rise and Fall: Inner Enemy Campaign 1: Warhammer Fantasy RPG Scenario,Shakaishisosha,1992,
warhammer,scenario,死の街ベーゲンハーフェン『内なる敵』キャンペーン(2)ウォーハンマーRPGシナリオ,Begenhafen City of Death: Inner Enemy Campaign 2: Warhammer Fantasy RPG Scenario,Shakaishisosha,,
warhammer,supplement,ウォーハンマーファンタジーRPGゲームマスター・スクリーン,Warhammer Fantasy RPG Game Master Screen,Shakaishisosha,,
warhammer,replay,ウォーハンマーリプレイ(1) 破壊の剣,Warhammer Replay 1: Sword of Destruction,Shakaishisosha,1993,
warhammer,replay,ウォーハンマーリプレイ(2)プラーグの妖術師,Warhammer Replay 2: Sorcerer of Prague,Shakaishisosha,1993,
warlock,periodical,1986/12,,Shakaishisosha,1986,
warlock,periodical,1987/01,,Shakaishisosha,1987,
warlock,periodical,1987/03,,Shakaishisosha,1987,
warlock,periodical,1987/04,,Shakaishisosha,1987,
warlock,periodical,1987/05,,Shakaishisosha,1987,
warlock,periodical,1987/06,,Shakaishisosha,1987,
warlock,periodical,1987/07,,Shakaishisosha,1987,
warlock,periodical,1987/08,,Shakaishisosha,1987,
warlock,periodical,1987/09,,Shakaishisosha,1987,
warlock,periodical,1987/10,,Shakaishisosha,1987,
warlock,periodical,1987/11,,Shakaishisosha,1987,
warlock,periodical,1987/12,,Shakaishisosha,1987,
warlock,periodical,1988/01,,Shakaishisosha,1988,
warlock,periodical,1988/02,,Shakaishisosha,1988,
warlock,periodical,1988/03,,Shakaishisosha,1988,
warlock,periodical,1988/04,,Shakaishisosha,1988,
warlock,periodical,1988/05,,Shakaishisosha,1988,
warlock,periodical,1988/06,,Shakaishisosha,1988,
warlock,periodical,1988/07,,Shakaishisosha,1988,
warlock,periodical,1988/08,,Shakaishisosha,1988,
warlock,periodical,1988/09,,Shakaishisosha,1988,
warlock,periodical,1988/10,,Shakaishisosha,1988,
warlock,periodical,1988/11,,Shakaishisosha,1988,
warlock,periodical,1988/12,,Shakaishisosha,1988,
warlock,periodical,1989/01,,Shakaishisosha,1989,
warlock,periodical,1989/02,,Shakaishisosha,1989,
warlock,periodical,1989/03,,Shakaishisosha,1989,
warlock,periodical,1989/04,,Shakaishisosha,1989,
warlock,periodical,1989/05,,Shakaishisosha,1989,
warlock,periodical,1989/06,,Shakaishisosha,1989,
warlock,periodical,1989/07,,Shakaishisosha,1989,
warlock,periodical,1989/08,,Shakaishisosha,1989,
warlock,periodical,1989/09,,Shakaishisosha,1989,
warlock,periodical,1989/10,,Shakaishisosha,1989,
warlock,periodical,1989/11,,Shakaishisosha,1989,
warlock,periodical,1989/12,,Shakaishisosha,1989,
warlock,periodical,1990/01,,Shakaishisosha,1990,
warlock,periodical,1990/02,,Shakaishisosha,1990,
warlock,periodical,1990/03,,Shakaishisosha,1990,
warlock,periodical,1990/04,,Shakaishisosha,1990,
warlock,periodical,1990/05,,Shakaishisosha,1990,
warlock,periodical,1990/06,,Shakaishisosha,1990,
warlock,periodical,1990/07,,Shakaishisosha,1990,
warlock,periodical,1990/08,,Shakaishisosha,1990,
warlock,periodical,1990/09,,Shakaishisosha,1990,
warlock,periodical,1990/10,,Shakaishisosha,1990,
warlock,periodical,1990/11,,Shakaishisosha,1990,
warlock,periodical,1990/12,,Shakaishisosha,1990,
warlock,periodical,1991/01,,Shakaishisosha,1991,
warlock,periodical,1991/02,,Shakaishisosha,1991,
warlock,periodical,1991/03,,Shakaishisosha,1991,
warlock,periodical,1991/04,,Shakaishisosha,1991,
warlock,periodical,1991/05,,Shakaishisosha,1991,
warlock,periodical,1991/06,,Shakaishisosha,1991,
warlock,periodical,1991/07,,Shakaishisosha,1991,
warlock,periodical,1991/08,,Shakaishisosha,1991,
warlock,periodical,1991/09,,Shakaishisosha,1991,
warlock,periodical,1991/10,,Shakaishisosha,1991,
warlock,periodical,1991/11,,Shakaishisosha,1991,
warlock,periodical,1991/12,,Shakaishisosha,1991,
warlock,periodical,1992/01,,Shakaishisosha,1992,
warlock,periodical,1992/02,,Shakaishisosha,1992,
warlock,periodical,1992/03,,Shakaishisosha,1992,
warps,box set,ワープス・オリジナルセット,WARPS (Wild Adventure Role Playing System) Original Set,Tsukuda Hobby,1987,
warps,box set,ヒーローズレルム,Heros' Realms,Tsukuda Hobby,,
warps,box set,リング　オブ　リリアナ,Ring of Liliana,Tsukuda Hobby,,
warps,box set,ビーストランド,Beast Land,Tsukuda Hobby,,
warps,box set,ウィザードシティー,Wizard City,Tsukuda Hobby,,
warps,box set,ウォリアーズ&メイジズ,Warriors & Mages,Tsukuda Hobby,,
warps,box set,トーキョーシティー1989,Tokyo City 1989,Tsukuda Hobby,,
warps,box set,アップルシード,Appleseed,Tsukuda Hobby,,
warps,box set,ルパン三世・カリオストロの城,Lupin III: Château de Cagliostro,Tsukuda Hobby,,
warps,box set,機動戦士ガンダム・逆襲のシャア,Mobile Suit Gundam: Char's Counter Attack,Tsukuda Hobby,,
witch-quest,rulebook,ウィッチクエスト　小さな魔女エディス上卷,Witch Quest: Little Witch Edith Vol 1,Adventure Planning Bureau,1991,
witch-quest,replay,ウィッチクエスト　小さな魔女エディス下卷,Witch Quest: Little Witch Edith Vol 2,Adventure Planning Bureau,1991,
witch-quest,supplement,ウィッチクエスト２　エディスと猫のいない街上卷,Witch Quest 2: City Without Edith and the Cat Vol 1,Adventure Planning Bureau,1991,
witch-quest,replay,ウィッチクエスト２　エディスと猫のいない街下卷,Witch Quest 2: City Without Edith and the Cat Vol 2,Adventure Planning Bureau,1991,
